,content
4252,　　对于眼前的现实，国家队内部也很苦恼。但受限一些球队需要备战亚冠，还有一些队伍一直没有冬训，很多球员的身体状态仍处在“假期状态”，想要凑成一支稍有经验、新老结合的队伍，实在有些勉强。但也有人对此抱有质疑，因为在过去，中国男足也曾在1-2月期间组织集训，甚至出战大赛。比如2009年、2013年备战亚洲杯预选赛，还有7年前在日本进行的东亚杯。但无论怎样，这一次出战中国杯，国家队将以“最嫩阵容”亮相，已经是很难改变的一个现状。
4253,　　扬子晚报记者 黄启元
4254,　　广州日报讯 (记者 黄维) 昨天，中国篮协在其官网上公布了参加本周末举行的CBA全明星赛的人员名单，备受关注的正赛24人名单中，北京、辽宁和上海各有3人入选，易建联因伤无法参加，由上海男篮的大外援亚布塞莱顶替。
4255,　　宏远俱乐部方面称：“宏远俱乐部球员易建联将因伤缺席本次全明星赛。易建联的初诊结果是膝盖扭伤，但是从严谨和对球员负责的角度考虑，等本周他在香港的治疗和复查有更清晰的结论后，我们才能知道他需要多长时间康复。”
4256,　　新华社里斯本1月8日电(报道员陈柏乔)葡超里斯本竞技队8日晚凭借荷兰国脚多斯特的梅开二度，主场以2：1击败升班马费拉人队，从而以10胜3平3负积33分追平了排名第三的布拉加队。
4257,　　里斯本竞技队在双方十次交锋中保持全胜，主帅赫苏斯本场遭到禁赛，只能在看台上观看比赛。
4258,　　开赛仅5分钟，主队就率先打破僵局。阿森纳租将坎贝尔左路低平球传中，荷兰国脚多斯特后点轻松推射入空门。第17分钟，阿兰·鲁伊兹右路送出精妙助攻，多斯特禁区内左脚推射得分，攻入个人联赛第11球后升至葡超射手榜头名。此后“绿狮”队长阿德里安被对方踢中头部后重伤离场。易边再战，客队在第61分钟扳回一球。克里斯左路传中，禁区内无人盯防的普拉蒂尼垫射入网。第90分钟，竞技队老将埃利亚斯身后铲球领到第二张黄牌被罚下场。
4259,　　同日，里奥阿维队2：2战平沙维斯队，排名垫底的通德拉队以1：2负于阿罗卡队，博阿维斯塔队主场以1：0小胜塞图巴尔队。
4260,    广州日报讯 （记者 杨敏）2016~2017赛季中国羽毛球俱乐部超级联赛昨天结束了第9轮角逐，广东世纪城俱乐部主场以4比1击败青岛仁洲俱乐部，后者此前获得的8连胜被终结。
4261,    拥有奥运冠军谌龙、张楠以及马来西亚、韩国双打外援的青岛队被视为本赛季羽超的夺冠大热，该俱乐部在此前的8轮角逐中获得全胜。
4262,    在昨天展开的第9轮角逐中，青岛队客场挑战广东世纪城队，头号男单谌龙并没有随队出战，而来自马来西亚以及韩国的强势双打外援也没有亮相。除了在混双项目拿到1分之外，青岛队在男单、女单、男双和女双项目全部告负，最后以1比4落败。目前混双世界排名第一的梅州姑娘陈清晨与拍档刘雨辰在第3盘混双比赛中登场，他们以0比2输给了代表青岛队的张楠/骆羽。
4263,　　在宣布CBA全明星的首发阵容投票结果之后，昨天中国篮协公布了本赛季CBA全明星赛替补阵容，同时宣布了星锐赛和各个单项赛的参赛球员名单。
4264,　　从名单来看，南北区全明星替补球员以新老结合为主，此外，目前有伤在身的易建联将由上海男篮的大外援亚布塞莱顶替。
4265,　　北区明星队替补阵容由刘炜（四川）和孙悦（北京）领衔，崔晋铭（吉林）、张骋宇（青岛）和周琦（新疆）几名新生力量也在其中，新疆的布拉切和辽宁的哈德森作为外援入选。
4266,　　南区明星队替补阵容由周鹏（广东）和易立（江苏）两位老将搭档，王哲林（福建）、胡金秋（广厦）、邹雨宸（八一）和吴前（稠州银行）几名年轻球员也在其中，外援中仅有江苏的马尚·布鲁克斯入选。
4267,　　在此之前，南北区的首发阵容已经由球迷投票选出。南区首发为：易建联（广东）、顾全（深圳）、林志杰（广厦）、刘晓宇（上海）、弗雷戴特（上海）。但因为易建联膝盖有伤，将由亚布塞莱顶替。
4268,　　北区首发为：韩德君（辽宁）、翟晓川（北京）、丁彦雨航（山东）、郭艾伦（辽宁）、马布里（北京）。
4269,　　昨天，篮协还公布了星锐赛以及各单项赛事的人员名单。在南区星锐队中，浙江稠州银行男篮的赖俊豪和广厦男篮的孙铭徽都有入选，另外这两名年轻球员还都入选了扣篮大赛的名单，而浙江广厦的李京龙入选了三分球远投大赛名单。
4270,　　今年的CBA全明星周末活动将于1月7-8日在北京五棵松举行，星锐赛的开赛时间是1月7日（19:30—22:00），全明星赛的开始时间则是2017年1月8日（19:00—22:00）。　　　　　　　 本报记者 曹林波
4271,　　新华社呼和浩特1月9日电(记者王靖)滑雪、越野车雪上漂移、雪地足球……数九寒天，尽管内蒙古阿尔山市的气温一低再低，但极寒天气却未能阻挡市民们运动的热情，各式各样的运动在冰天雪地中别开生面地展开。
4272,　　8日，阿尔山市的最低气温已逼近零下30摄氏度，停在街道两旁的汽车也不得不套上厚厚的“棉袄”。圣泉广场冰雪雕主题乐园里嬉闹声一片，雪橇、冰车、雪圈、冰陀螺等有趣的运动正在进行。不少孩子们排着队，等待从10米长的冰制滑梯上一试身手。大人们也童心未泯，快速地划着冰车，碰撞声和大笑声不时地传来。老人们则扭动着身板，用鞭子狠抽冰面上的陀螺，生怕稍有不慎它就会被“冒犯者”撞倒。
4273,　　在阿尔山国家森林公园里的雪上漂移挑战赛现场，随着一辆越野车的迅速且漂亮的甩尾，地上的积雪迅速被铲起飘扬在空中。白茫茫的雪粒随风坠落在围观民众的脸上，人们一边躲闪，一边开心地欢呼。刚参加完比赛的董洪财兴奋劲尚未褪去：“我第一次在雪地上进行漂移比赛，没想到会这么带劲儿，真是太有意思了。”
4274,　　在阿尔山市第一小学的操场上，内蒙古第三届青少年男子雪地足球赛正在上演。参赛选手们年龄虽小，但却耐力超人，在反反复复传球、抢球、射门中已大汗淋漓，头上不停地向外冒热气。家长许凤英在场外紧盯着自己孩子的表现。她说：“其实输赢都没有关系，参与最重要。阿尔山这里冬天太冷，孩子能多踢球、多运动对身体会有好处。”
4275,　　阿尔山市地处寒温带，雪期长达7个月，雪质也好，积雪厚度平均超过350毫米。加上特殊的山形地貌，各种自然条件为阿尔山市开展冰雪运动提供了优质条件。近年，阿尔山市政府推出滑雪、汽车雪上漂移赛、雪上徒步、雪地足球赛等多项具有地方特色的活动，使冰雪运动逐渐“升温”，在调动全民健身的同时，也促进了当方旅游业的发展。
4276,　　新华社华盛顿1月8日电(记者李博闻)洛杉矶快船队当家球星克里斯·保罗8日成为美职篮历史上第十位助攻总数达到8000次的球员。
4277,　　8日面对迈阿密热火的比赛，保罗只需要6次助攻就可以达到职业生涯8000次，结果在第一节还剩59秒时，保罗就助攻队友扣篮得手，达到了这一里程碑。
4278,　　当日的比赛，快船以98:86击败热火，保罗得到19分和18次助攻，仅有1次失误。
4279,　　现年31岁的保罗仅用了806场比赛就达到了8000次助攻的数据。据了解，他是美职篮历史上第三快完成15000分和8000次助攻的球员，仅次于“魔术师”约翰逊和奥斯卡·罗伯特森。
4280,　　目前犹他爵士名宿约翰·斯托克顿以职业生涯15806次助攻排在美职篮历史总助攻榜第一位。
4281,　　在去年10月份结束的加拿大多伦多沃特福特马拉松上，85岁的ED·维特洛克以3小时56分34秒完成了42公里195米的全马赛程。在所有记录在册的马拉松参赛纪录里，他是全世界所有跑进4小时大关的全马跑者中，年纪最大的。
4282,　　这个年龄段
4283,　　全球最佳运动员
4284,　　有了这块奖牌，维特洛克老爷子家里的一个马克杯好像也不足为奇了，上面印着“第一个全马跑进3小时的70+岁老人”。2004年的多伦多马拉松，73岁的维特洛克以2小时54分48秒完赛，别小看了这个成绩，运动医学专家把73岁老人的体质数据，参照青壮年男性的数据进行折合换算，相当于后者以2小时04分48秒跑完全马，要知道，2004年的男子马拉松世界纪录也就是2小时02分57秒，《纽约时报》的田径记者马克·布鲁姆评论：“维特洛克是他这个年龄段里的全球最佳运动员。”
4285,　　你以为接下来的故事会发展成一期“科学探索”，解密世界上最老最强的马拉松跑者独特的不老秘籍？维特洛克的“神迹”当然引起了科学家的兴趣，为什么他这么能跑？科学家也想知道。
4286,　　维特洛克不是专业运动员，他只是一个普通的退休矿产工程师。任何尝试与他交流科学训练主题的谈话都进行不下去，他从来没有教练，不做训练计划、比赛计划，不写训练日记，不吃运动餐，没有心率带，不做冰浴，不做按摩。他不举重做力量训练，夏天，在花园里做点园艺活儿，冬天在院子里铲雪。他不做拉伸，除了在比赛日。也不用问他吃什么营养品，老爷子几乎不吃药，只吃一种也许对膝盖有好处，也许根本没用的药物。
4287,　　是不是快抓狂了？那他到底是怎么训练的？——穿着那双看起来穿了15年的旧跑鞋，在多伦多郊外弥尔顿住宅附近的长青公墓，沿着小路绕着园地跑3到3个半小时。选择这条“跑者之径”对他来说有特殊意义或理由吗？没有，老爷子说，因为这里车少。
4288,　　85岁的老人
4289,　　拥有一个“不老”的身体
4290,　　5尺7寸(约1米7)的身高，110到112磅(50.8公斤)的稳定体重，这是一个长跑选手的理想身材，何况是一个85岁的老人。而维特洛克真正的厉害之处是不可见的。
4291,　　4年前，81岁的维特洛克在蒙特利尔麦吉尔大学接受了一系列生理和认知测试。其中一项是测试他的VO2最大值，这个指标指示人体运动期间肌肉可以消耗和使用的最大氧气量，以每分钟毫升氧气/千克体重为单位测量。数字越高，一个人的有氧运动能力就越强。
4292,　　一个越野滑雪项目奥运选手的VO2最大值为90，80岁以上老人一般只有20。维特洛克的数值是54，相当于一个经常参加锻炼的大学生。
4293,　　另一项有说服力的测试是肌肉成像和活检。肌肉的最小功能单位，也就是运动单位，由神经元和活跃的肌肉纤维组成。人年纪大了，这些构成肌肉的微型发动机会逐渐流失。健康年轻人在胫骨肌肉中大约有160个运动单位，80+老人只剩60个左右。能够打败时间的维特洛克，在81岁时，测得的数值接近100。
4294,　　“这是惊人的生理学现象。”参与测试的波尔州立大学人体运动学实验室主任斯科特·普特拉说。
4295,　　没有办法解释维特洛克为何拥有“不老”的身体，参与测试的医学人员表示，无法做出结论，比较合理的解释，只能是“遗传方面的优势”。简单一句话说，就是维特洛克老爷子骨骼清奇、天赋异禀。他的体质和运动成绩代表了老年人的人体极限，但凡极限，总需要那些天赋异禀的人物去实现，就好比是9秒58的人类百米极限，只能由具备了身高、腿长到红肌纤维所有要素于一身的博尔特去创造。
4296,　　但普特拉还是觉得，除了体质优势，维特洛克身上总还应该有些特别的东西。精神和身体，软硬件缺一不可。“我叔叔总是乐观，充满了活力，他对他所执着的事情充满了热情。家庭集会的时候，他就是全家的话题中心。”维特洛克的侄子说。
4297,　　在这位85岁的老人身上，所谓精神，更确切地说应该是他乐观的生活态度。“我认为，人类可以远远超越他们所以为的极限。”维特洛克说，“你得足够傻，敢去试，才知道行不行。”本报记者 楼栋 编译
4298,　　1月10日，广西南宁迎来首届“中国杯”的赛事，中国队将在首战中对阵欧洲杯上表现出色的冰岛队。不过无论是冰岛队还是中国队，都没有派出绝对主力出战。在1月8日的战前新闻发布会上，国家队主教练里皮表示：希望利用中国杯的比赛为国家队12强比赛寻找新队员，具体哪些人能够入选在下一次二月份的集训就可以看到。
4299,　　中国队在中国杯的首战对手是来自欧洲的冰岛队，这支球队在2016年的欧洲杯上表现不俗，对此里皮谈到冰岛队时说道：这次来到中国杯的冰岛队有7名球员入选过欧洲杯大名单，很多球员都在国家队有过出场经历，出场经历在10场到15场，所以我们要很重视这个对手。
4300,　　本次中国队的集训名单中，很多球员都是首次入选国家队，对于这些球员的到来，里皮坦言：我一直在观察中国的球员，过往可能对很多球员了解不深入，但有些球员已经引起我的兴趣，我会慎重考虑每个球员。我们经历一个假期之后重新集合，队员们没有达到最佳状态。而我们对手处于联赛中期，他们从竞技状态来讲是比中国的球员好得多。
4301,　　当被问及在中国杯的比赛后，是否会有一些参加这次集训的球员入选3月份的12强比赛备战名单，里皮直言：这次中国杯比赛，我们的目的非常明确，就是帮助国家队寻找新的球员，所有球员都在付出他们的努力，我不能单独点出个别球员的名字，这是对所有人的尊重。我们二月份还会有集训，到那个时候有人入选的话，你们就看到我对哪些人有兴趣。
4302,　　里皮最后表示：这次中国队的备战时间仓促，但还是希望队员们表现出自己的实力，发挥出自己的水平，在比赛中不要有过多心理负担。
4303,　　于静
4304,　　原标题：北汽男排锁定常规赛前两名
4305,　　本报讯(记者 黄志阳)在昨天进行的全国男排联赛第15轮角逐中，做客成都的北京汽车男排直落3局击败四川队，收获15连胜，同时也提前锁定了常规赛前两名。
4306,　　面对传统强队四川队，早已拿到季后赛门票的北汽男排不敢怠慢，主帅李牧派出包括两名外援桑德、奥利奥在内的全部主力。不过，比赛开始后却呈现“一边倒”局面。北汽男排凭借发球和高快结合的进攻建立起优势，拦防体系也有效地抑制住了对方外援的强攻，最终以25比18、26比24、25比19连胜3局，继续保持不败金身。
4307,　　李牧赛后表示，之所以赢得轻松，主要归因于准备充分，“对手实力强，我要求队员必须全力以赴、每球必争，尤其是进攻和拦防环节，一定要做到位。”
4308,　　本轮过后，北汽男排以全胜战绩高居积分榜头名，分别领先第二名上海队、第三名八一队1个和6个胜场。在常规赛还剩最后3轮的情况下，北汽男排实际上已提前锁定前两名，将在季后赛首轮即半决赛中占据主场优势。
4309,　　原标题：中国男篮新任主帅候选名单出炉
4310,　　没有姚明 帅印还是外教来掌
4311,　　有媒体日前爆出了中国男篮新任主帅人选的候选名单，多位高水平外教出现在了篮协这份名单当中，其中不乏中国球迷的老熟人，在CBA联赛浸淫多年的前深圳主帅戈尔。而此前被爆可能执教的中国篮球旗帜人物姚明，并未在这份大名单里。在宫帅带队的两年时间里，中国男篮实现了新老交替，在他的点拨下，以小丁、翟晓川和郭艾伦为代表的中国篮球的中生代，本赛季联赛也迎来了大爆发。前人栽好了大树，洋帅能带领他们再进一步吗？
4312,　　大名单洋帅为主
4313,　　篮协圈定的主帅候选人名单里，主要有三位洋帅，此前被爆有可能执掌中国男篮教鞭的姚明，因为没有执教经历，且职务繁多难以兼任，并未在列。
4314,　　三位洋帅分别是，拥有美国和澳大利亚双重国籍的教练布莱恩·戈尔、前希腊教练伊利亚斯·佐罗斯、克罗地亚教头内维恩·斯帕贾。目前在上海男篮担任助教的戈尔，最为中国球迷所熟知，其他两人则相对陌生。
4315,　　资料显示，佐罗斯曾在希腊男篮联赛创下辉煌战绩，并于2011年接替尤纳斯成为希腊国家队主教练。此外，他还先后在黎巴嫩、法国、立陶宛、土耳其等国俱乐部有过执教经历；斯帕贾曾执教克罗地亚国家队，并转战过欧洲多国男篮联赛，同样拥有丰富的执教经历。两人早在2013年年初，就曾是中国男篮主帅的候选人。
4316,　　尽管圈定了候选人名单，不过距离中国篮协确定最终主帅人选尚有时日。原因是里约奥运周期结束后，总局和中国篮协相关领导换届，篮球领域面临大刀阔斧的改革，此前有消息称，体育总局希望姚明能够在未来成为中国篮协的主席。这也意味着，篮管中心和篮协未来的具体职能有待更细致的划分，各部门核心领导暂未确定。在这个时候，中国男篮主帅人选不会仓促确定。
4317,"　,　戈尔呼声最高"
4318,　　尽管主帅最终人选确定尚需时日，不过三人当中，戈尔的呼声是最高的。
4319,　　戈尔的高呼声，首先源于他对中国篮球的了解。2009年，戈尔与中国篮球结缘，开始担任中国男篮技术顾问。一年之后，戈尔正式在东莞男篮走马上任，在五年合同期内，他带领球队五次杀进CBA季后赛，把东莞青年军打造成了联赛劲旅。
4320,　　2015年4月与东莞队合同到期后，戈尔出任广东男篮助理教练。本赛季，他又转投上海，继续担任俱乐部助教工作。八年的中国男篮和CBA联赛从业经历，让戈尔成为一个不折不扣的篮球“中国通”，对中国篮球的大环境以及多数中国球员，他都了然于胸。
4321,　　另一方面，新任中国男篮主帅的主要目标，是备战2017年男篮亚洲杯。同之前相比，2017年男篮亚洲杯除了名字上的变化，还有参赛球队的变脸，来自大洋洲的澳大利亚和新西兰将会出现在这届亚洲杯上，中国男篮问鼎面临的挑战巨大。而对大洋洲篮球，身为澳洲人的戈尔再熟悉不过。
4322,　　来华之前，戈尔曾带队6次获得澳大利亚联赛冠军，执教总胜率高达70%，并担任澳大利亚男篮主教练长达7年，带队分别参加了雅典奥运会和北京奥运会，被誉为澳洲篮球教父。
4323,　　相比其他两位竞争对手，戈尔的优势是无可比拟的。
4324,"　,　洋和尚能耐有几何"
4325,　　毫无疑问，从冲击2017年亚洲杯冠军的角度来看，戈尔是中国篮协最理想的人选。如果要把眼光放得更长远，着眼于2019年在家门口举行的男篮世界杯，选聘洋帅到底是否合适，还有待商榷。
4326,"　　不管是中国男篮还是CBA联赛，洋帅都是一个绕不过去的话题。同洋教头在中超大行其道相比，在CBA,接地气的土帅更加吃香，洋教头是点缀，更多在唱配角，戈尔亦然。国家队层面，这种反差更加强烈。刚刚卸任的中国男篮主帅宫鲁鸣，在两年时间内，完成了中国男篮人才的新老交替，带队重返亚洲之巅。更重要的是，宫帅在选拔人才和点拨后辈方面，展现出了超凡的功力。"
4327,　　本赛季，丁彦雨航、翟晓川、郭艾伦和赵继伟几位国家队主力，在联赛迎来了大爆发，成为各自俱乐部本土球员的顶梁柱，尤其是丁彦雨航，井喷式的成长速度令人刮目相看。在接受采访的时候，小丁也曾着重感谢了宫鲁鸣，在他看来，自己的成长离不开宫导在国家队的点拨。
4328,　　执教中国男篮的外教，不乏哈里斯、尤纳斯这样的大师，他们带队取得过不俗的战绩。然而从中国篮协同外教近几年的合作来看，不管是邓华德还是扬纳基斯，他们执教下的中国男篮，都谈不上出彩。前者的成绩被人戏称为“命硬”；到了后者，2013年兵败马尼拉，各种问题累积，最终闹得不欢而散。在宫帅离任、没有本土教练能够驾驭中国男篮的特殊时段，选聘外教，只能算权宜之计。                       宗合
4329,　　新华社伦敦1月8日电(记者王子江)英格兰足总杯8日进行了第三轮的5场比赛，切尔西在队长特里被红牌罚下的情况下，以4：1击败英甲球队彼得堡联队，进入32强。
4330,　　切尔西主帅孔蒂用了9名替补队员首发，其中特里是自去年11月初以来第一次获得首发机会，但第67分钟，对方球员安格尔得球后单刀突进，特里在禁区前将其铲倒，被直接红牌罚下。
4331,　　主场作战的切尔西自始至终占据绝对优势，第18分钟就由佩德罗首开记录，此后巴舒亚伊和威廉先后建功，将领先扩大为3：0，彼得堡队在第70分钟攻入一球，但佩德罗最后再次得手，将比分锁定在4：1。
4332,　　热刺队当天以2：0淘汰了上赛季从英超降级的阿斯顿维拉队，但他们赢得并不轻松，直到第71分钟才由戴维斯打破僵局，韩国前锋孙兴民攻入了第二个进球。
4333,　　利物浦主帅克洛普换了10名替补上场，使得出场球员的平均年龄只有21岁，是利物浦历史上最年轻的首发阵容，但他为自己的轻敌付出了代价。作客安菲尔德球场的普利茅斯队全力防守，利物浦小将久攻不下，克洛普下半场被迫换上斯图里奇、拉拉纳和费米诺企图一举拿下比赛，但最终还是被客队以0：0逼平，必须通过一场重赛来决定胜负。
4334,　　另外两场比赛中，米德尔斯堡队以3：0胜谢菲尔德星期三队，富勒姆队以2：1胜加的夫队。
4335,　　足总杯第四轮的抽签将于9日举行。
4336,"　　,中新网,北京1月9日电 (邢翀)9日，梦幻西游杯·首届中华民族篮球公开赛(简称“民族赛”)全国总决赛新闻发布会在北京召开。会上组委会宣布，这项目前国内规模最大、参与人数最多的业余篮球赛事总决赛将于2月26日在广东博罗举行。"
4337,　　据赛事组委会介绍，在经历了长达五个月共计三千多场比赛的激烈角逐后，民族赛城市赛阶段落下帷幕，期间共有来自全国56个城市和地区的近千支业余篮球队伍及上万名参赛选手参与其中。目前已有33支球队获得了进军总决赛的参赛资格。
4338,　　民族赛是由国家民委、国家体育总局等指导支持，中国少数民族文化艺术促进会和中华民族篮球公开赛组委会共同主办的一项全国性篮球赛事。中国少数民族文化艺术促进会副秘书长崔壘在会上对民族赛在全国各地区的积极开展表示了认可，肯定这项赛事对国内业余篮球事业起到的推动作用，并且祝愿接下来的全国总决赛取得圆满成功。
4339,　　此项赛事是草根篮球盛宴。发布会现场，一名北京业余篮球运动员被主持人调侃是“见过的打篮球岁数最长的”，满头银发的他随后表示：“很高兴能够参与民族赛，实现自己继续打篮球的梦想。”
4340,　　博罗位于珠江三角洲东北部，这座客家文化和南粤文化交相辉映的古城素来拥有火爆热情的篮球氛围，从这里走出不少优秀的篮球运动员。博罗体育中心将是民族赛总决赛的主赛场。(完)
4341,    昨天晚上，鲁能俱乐部官方宣布周海滨加盟的消息，而周海滨也在昨天晚上抵达广州与球队会合，从此次鲁能引进周海滨来看，其中包含了多方面考虑。
4342,    昨天晚上，周海滨抵达广州，因为抵达时间较晚，他只是与主教练马加特简单的见了一面，对于周海滨来说，重新回到鲁能仅仅是开始，接下来他还需要用实力去打动马加特，争取一个主力位置。根据球队的表现，上赛季结束后马加特便向俱乐部提出了自己的计划，即补强后腰，在暂时不引进外援的情况下，俱乐部进行了充分的考察，周海滨也成为合适的人选。从目前来看，鲁能在引援上不会有太大的动作，实行内部挖潜，将会是鲁能新赛季的一个改变。
4343,    引进周海滨，应该说鲁能的板凳厚度得以加强，也符合鲁能目前的情况。首先从马加特的战术来看，他所希望的后腰是组织型后腰，而不是纯防守型后腰，但是从目前泰山队中打过后腰的球员来看，除了蒿俊闵，其他如尤西雷、戴琳、金敬道、李松益等人都是防守型后腰。其次，周海滨的到来可以在一定程度上解放蒿俊闵。在马加特执教鲁能之后，蒿俊闵大部分时间是被当做后腰使用，但他的优势并非在后腰上，周海滨司职后腰，马加特就可以将蒿俊闵的位置提前，前腰、边前卫都有了更多的选择。此外，郑铮和刘彬彬两人因伤在近几个月内还无法出战，这也是马加特考虑的一个方面。
4344,    昨天是鲁能泰山队抵达广州后的第二天训练课，尽管只有两天，但是主帅马加特安排的训练内容已经让队员体会到了什么是高强度。在昨天上午50分钟高强度变速跑结束之后，下午泰山队又与范学伟执教的山东全运队进行了一场热身赛，凭借吴兴涵、西塞、杨旭和曹盛的进球，泰山队4:0战胜对手。比赛中马加特更换了两套阵容，可见他也在考察队员。
4345,    从今天开始，周海滨将跟队开始训练，接受马加特的考察，当然这次引援正确与否，还有待时间的检验，但鲁能通过这次引援也放出了一个信号，新赛季本土球员将得到更多的锻炼机会。　记者曹红芳
4346,    这　次中国杯比赛，我们的目的非常明确，就是帮助国家队寻找新的球员，所有球员都在付出他们的努力，我不能单独点出个别球员的名字，这是对所有人的尊重。我们二月份还会有集训，到那个时候有人入选的话，你们就看到我对哪些人有兴趣。我们经历一个假期之后重新集合，队员们没有达到最佳状态。而我们的对手处于联赛中期，他们从竞技状态来讲是比中国的球员好得多。这次中国队的备战时间仓促，但还是希望队员们表现出自己的实力，在比赛中不要有过多心理负担。
4347,    冰岛主帅：羡慕中国足球财力
4348,    “中国杯”是一个很　好　的　机会，本次比赛我们招入了很多U21的球员，很高兴利用此次机会，选拔出两三名年轻球员进入到国家队当中。在足球界没人不知道里皮，能够聘请里皮作为中国队主教练，说明了中国足协和中国人对于足球的雄心。另外中国足球很有经济实力，这点让我们非常羡慕。足球界没有秘密可言，如果冰岛能做到，中国就能做的更好。冰岛的孩子很小就接受足球训练了，而且无论是城市还是乡村，孩子们都能接触到同等的青训设施。
4349,    这一年注定是丁彦雨航之年！昨晚，在2017年CBA全明星赛上，丁彦雨航拿到了31分，是北区得分最高的球员，他在赛后当选为最有价值球员（MVP）。在CBA本赛季前25轮，他以场均24.8分成为了本土球员得分王。已经进入职业生涯第6个赛季的小丁，在说起自己今天的成就时，特意提到了两个人，他的两位父亲。
4350,    山东商报：时隔两年重回全明星赛，什么感想？
4351,    丁彦雨航：过去两年受伤病的影响，都没能来。这一次能来，感觉特别荣幸，在这里要特别感谢球迷，没有球迷的支持，我也不可能成为首发球员。赛前很多人问我，想不想拿全明星赛MVP，我觉得这要看缘分，顺其自然。全明星赛更多的是娱乐，把联赛中紧张的气氛缓解一下，我对自己没有太多要求，来这儿就是放松、开心，没想过得多少分。
4352,    山东商报：这个赛季为什么打得这么好？
4353,    丁彦雨航：这要归功于球队对我的信任，队友对我的支持，否则的话，我不可能有这样的状态。因为联赛开始前，我的状态也不是那么好，通过他们的鼓励，我一步一步达到了目前的状态。另一方面，我们队单外援打了十多场球，没有小外援在场，自己肯定要去承担更多的责任。我们本赛季的坎坷和问题特别多，在单外援的情况下，能打到现在这个程度挺不容易，有这股劲特别难得。
4354,    山东商报：大家都把你归为外援的行列了，你怎么看？
4355,    丁彦雨航：我觉得这是大家对我的肯定，我也特别高兴能得到这种认可。我现在的出场时间比较长，每个队对我的研究也会越来越多。对我来说，就是适应各个队的防守，丰富自己的打法，多为队友创造机会。
4356,    山东商报：能否给大家介绍一下突破的要领？
4357,    丁彦雨航：我的特点是突破吗？我投篮也挺准的！我感觉突破的要点要看在场上的感觉和对局势的判断。三分则是心态方面的调整。现在我也不是很稳定，通过训练一点点提高，做到尽量稳定吧。
4358,    山东商报：在里约奥运会上，国家队成绩不好，跟对手相比差距很大，这对你有没有刺激和促进作用？
4359,    丁彦雨航：肯定有啊，我们整个夏天也没赢太多球，跟欧洲、美国相比有很大的差距，最明显的就是身体对抗，光想着怎么去摆脱防守了，技战术都发挥不出来。另一方面，这说明还有提高的空间，想要提高就要比他们还要努力，我就有了一种动力，有了危机感，不论训练还是比赛，都比以前刻苦，时刻督促着我，不允许有懈怠。
4360,    山东商报：上赛季你的表现不是很抢眼，跟伤病和球权都有关系，你是如何完成调整的？
4361,    丁彦雨航：更多还是心态方面的调整，经历了这个过程之后，我在心态方面平和多了，现在每场球都会尽全力去打，没有那么多顾忌。
4362,    山东商报：你的父亲也曾是专业运动员，是不是经常给你建议和指导？
4363,    丁彦雨航：他永远是那个给我泼冷水的，因为他每场球都看，而且他原来也是打球的。他对我的表现也认可，但他每次都给我挑一些问题，我也习惯在比赛完之后跟他打个电话沟通一下。
4364,    山东商报：除了父亲，宫鲁鸣指导也会给你挑很多问题，是不是对你也有很大的帮助？
4365,    丁彦雨航：肯定，他就是我的第二父亲，在球场内外对我都有很大帮助。我这个人特别要强，不允许自己在场上犯低级错误，一旦犯了就钻牛角尖，当时是两年前吧，那时候第一次打亚锦赛，确实压力很大，特别感谢宫指导一直特别信任我，不断和我聊，开导我。这两年，我的心理和技术都有很大的提高，特别感谢宫指导。
4366,    山东商报：大家都说你是朱芳雨的接班人，还有人认为你比他的条件还要好，有没有信心在两年内接班？
4367,    丁彦雨航：我跟朱哥可能不是一个类型吧，他投篮比我准多了。他对我照顾也特别多，包括我刚去国家队的时候，他也是在国家队，包括他，包括王仕鹏，他俩对我的照顾特别多。
4368,    山东商报：有人说你是这个赛季MVP的竞争者之一，你怎么看？
4369,    丁彦雨航：这是每个球员向往的荣誉，我肯定会去争取。但我也不会刻意刷数据，毕竟球队的胜利才是第一位的。
4370,    山东商报：山东队上半程打得不好，下半程6战全胜，打进季后赛的信心是不是更强烈了？
4371,    丁彦雨航：我们现在第七和第八之间徘徊，进季后赛是现在我们的首要目标，但后面强队挺多的，还是挺困难吧，希望贾诚、邓特蒙能尽快适应球队体系。记者马宏观
4372,    新华社北京1月8日电　2017年中国男篮职业联赛(CBA)全明星周末的压轴大戏——全明星正赛8日晚在乐视体育生态中心进行，北区明星队以149:147险胜南区明星队，砍下31分的丁彦雨航收获最有价值球员(MVP)称号。来自浙江广厦队的星锐赛MVP孙铭徽在扣篮大赛中用两个惊艳扣篮拿到100分，夺冠的同时收获了5万元的破纪录奖金。
4373,    其他两个单项赛决赛中，尽管三分球环节尝试了三次才命中，王子瑞依然以36秒6的成绩战胜山西队的王洪，继2014年后再次在技巧挑战赛中夺冠。预赛克服慢热晋级的弗雷戴特在三分球大赛中的取胜过程如出一辙，在第一个投篮点表现不佳的情况下，“寂寞大神”经过调整得到22分，追平了张庆鹏在2010年拿下的22分，从而收获3万元的平纪录奖金。
