,content
876,　　近年，我国二手车行业在多方的努力下已颇有建树，尤其是二手车电商领域，其不但依靠互联网优势打破了各种行业壁障，还利用大数据技术在产业链条中的各个服务环节进行了革新和迭代升级。一时间，二手车电商的发展成为了整个行业的风向标。
877,　　然而，二手车电商的活跃为该行业注入了动力，增强了行业透明度，但仍有不少消费者对二手车行业心存疑虑，诸如售后保障是否完善，车辆价格是否合理、车况检测是否专业等质疑声依然不断。对此，以优信二手车为代表的二手车电商平台抓准消费者痛点，纷纷推出各类解决方案。
878,
879,　　据了解，优信二手车自2015年发展至今，不但商业体量实现了纵向突破，其自身服务体系进行了横向拓展。两年以来，优信二手车平台已在摸索和深耕中打造出了一套符合市场需求的一站式服务生态体系。
880,　　为了确保车辆价格始终处于合理区间内，优信将人工智能首次引入到二手车领域，推出智能定价系统。该系统可以通过大数据分析绘制出车辆的残值率曲线，并过成交车辆进行快速匹配，判断车况对于车辆的影响系数，以此来确定该车辆的残存价值。以往二手车的残值估价都是人工完成，但鉴定结果往往会受鉴定人的主观判断影响产生误差，而智能定价的鉴定标准更加统一，更加精准。
881,　　其次，优信二手车还对售后环节进行了多次重塑，最终推出“优信认证”服务，该服务的保障内容主要分为“1年或2万公里保修”及“事故车30天包退”两项。前者可以确保消费者自购车起的1年或2万公里内，如发现保修范围内的系统存在质量问题或故障，便可获得最高20000元的保修赔偿；后者可以确保消费者自购车起30天内，如发现所购的带有“优信认证”标识的车辆，在购买前是“重大事故损伤车辆”时，能够得到全额退款。
882,　　此外，优信二手车为了进一步降低消费者的购车门槛，推出了领先行业的金融服务——“付一半”方案。使用该方案的消费者只需支付一定金额的首付便可完成购车，其首付额度根据消费者的个人信用水平而定，最低只需车辆价格的30%。此后，消费者可以根据自身需求选择两种还款模式：一种是按揭；第二种是在购车两年期满后，选择补齐尾款的方式完成购买，或者将车辆退还给优信二手车，等同于两年的租车方案。
883,　　热销车供应不足问题从侧面上反应了我国消费市场正处于需求外溢的状态，在这种现状下，如果二手车市场能够抓住机遇，为消费者提供良好的用户体验，无疑能为其行业发展带来十足的动力。
884,　　昨天是重点整治“6+X”交通违法行为第一个集中整治日。杭州全天共查处各类交通违法行为4.5万起，现场查处0.8万起，非现场查处3.7万起。如今，“手机控”越来越多，哪怕是开车也忍不住要接打电话和刷微信。昨天，杭州交警的一个整治点，一个小时就抓了五个开车时使用手机的司机。
885,　　两起违章
886,　　开车打电话的扣了分
887,　　开车看微信的只罚钱
888,　　昨天早上7点多，钱江晚报记者来到上塘高架北向南与德胜高架东向南并入上塘高架的匝道口，交警已经在此设卡整治。
889,　　早上8点40分左右，一辆杭州牌照的小车被交警拦了下来。坐在车内的是一名年轻女子，一边拿着手机接听，一边慢慢将车窗摇下。交警提醒，边开车边打手机是不允许的。女子这才醒悟过来。交警对她开车时手持拨打接听电话这样的行为，处以罚款50元，记2分的处罚。
890,　　不到10分钟，又一辆杭州牌照的小车被拦下来。车主是一位男子，对着交警“喊冤”：“我没有打电话，只是刚才微信来了，拿出手机看了一眼，听了下语音。”
891,　　民警解释说，开车用微信也是一种妨碍安全驾驶的行为，对男子处以罚款50元。
892,　　短短一小时之内，接连有5个司机因为开车打电话或者玩微信被交警处罚。
893,　　一个疑问
894,　　为什么类似的违章
895,　　处罚轻重不同
896,　　交警的处罚，让老司机有些看不懂了。“开车的时候打电话，毕竟眼睛多少还是盯着路况。而开车的时候看手机刷微信，连路都不看了。我觉得应该是后面这种罚得重啊！”
897,　　记者就此询问了多位一线交警，他们的回复大致相同。对于开车用电话这种行为，有两条适用的法律规定：
898,　　1、《中华人民共和国道路交通安全法实施条例》第六十二条(三)规定：驾驶机动车不得有拨打接听手持电话、观看电视等妨碍安全驾驶的行为；如开车时有拨打、接听手持电话等妨碍安全驾驶的行为的，根据相关法规，要处五十元罚款，扣两分的处罚。
899,　　对于那位女士开车打电话的处罚，根据的就是这一规定。
900,　　一位交警说：“有些司机认为行驶中不打手机，路口等红灯时打手机总可以吧。按条例规定这也是不行的，正确的做法是将车辆及时靠边停入指定泊位中，再接听电话。”
901,　　2、浙江省实施《中华人民共和国道路交通安全法》办法第四十九条(三)规定：驾驶机动车时不得以手持方式使用电话，违法者将处以50元罚款。
902,　　对于开车刷微信那位男士的处罚，交警根据的就是这一条款，只罚款不扣分。
903,"　　,中新网,广州3月3日电 (记者 郭军)3日上午，广东出入境检验检疫局在广州对一批进口不合格汽车用制动器衬片进行了集中监督销毁，此次销毁的是佛山南海出入境检验检疫局2016年监督抽查中发现的不合格产品。"
904,　　广东出入境检验检疫局相关负责人表示，这是中国检验检疫系统首次对进口不合格汽车用制动器衬片进行现场监督销毁。
905,　　据悉，2016年，该局根据中国国家质检总局统一部署，在全省各口岸进口产品使用地、货物集散地的进口汽车用制动器衬片进行了监督抽查，共抽查89批次。广东检验检疫技术中心化矿金属材料实验室对样品进行了包装、产品标识和理化指标等项目的检测，发现共43批次不符合强制标准要求，总不合格率为48%。
906,　　检测结果中属于安全性关键指标的A类不合格的有10批，为摩擦系数及允许偏差不符合国家强制性标准要求。检测结果中属于C类不合格的有36批，主要是没有中文标识或者没有标明指定摩擦系数及执行的标准。
907,　　汽车用制动器衬片是汽车的刹车系统中最关键的安全零件，对刹车效果的好坏起决定性作用。汽车用制动器衬片最重要的安全性能指标就是摩擦系数，指定摩擦系数指示不准确，不仅会误导消费者，还会导致制动力偏大或偏小。制动力偏大，容易造成刹车时车轮抱死，制动力偏小，容易导致制动力不足，无法及时刹住车，严重威胁行车安全，容易造成意外发生。摩擦系数不合格会导致汽车紧急刹车时刹车距离大于设计定型值而导致交通事故，或者出现轮胎抱死现象，造成车辆甩尾和打滑，对车辆与路上行人的安全构成严重威胁。
908,　　据介绍，中国国家质检总局从2015年起连续两年将进口汽车用制动器衬片列入年度进出口重点商品监督抽查，广东检验检疫技术中心是中国国家质检总局指定的监督抽查三家检测机构之一。2015及2016年，该实验室分别抽查检验口汽车用制动器衬片101和89批次，不合率为91%和48%。(完)
909,"　　,中新网,3月3日电 3日，长安汽车首款MPV——凌轩在重庆正式亮相，凌轩是在长安汽车推出的又一款全新中型家用MPV力作，新车预计将于6月份上市。"
910,　　凌轩的造型由曾获20余项大奖的长安全球设计平台打造，无论是从整车比例、体态，或是从局部细，节线条的处理，均体现了长安汽车在设计上对细节的高品位苛求，以时尚又不失大气，动感又不失冷静的外观，打造了极具领先性的MPV审美标杆。
911,　　造型方面，凌轩拥有极具标志性的机翼型三幅镀铬横格栅，时尚犀利的鹰眼型大灯和回字形雾灯，可谓是点睛之笔，让凌轩整体呈现气质更加有神，流线型的双腰线车身也让其充满了力量感。1.13平方的超大天窗，折光率高达90%，并可阻挡97%的紫外线，并带有钥匙遥控、防夹等功能，实用而便捷。
912,　　内饰方面，凌轩采用以时尚的双拼色内饰为主，沉稳的深棕与明快的红棕巧妙搭配，为凌轩注入耳目一新的时尚感。而内饰整体采用软质材质，上乘的皮质、考究的钢琴面板、镀铬饰边的勾勒，全面提升了凌轩的精致感，更给消费者带来了全面的人性化品质享受。
913,　　作为一款满足全家出行的精致MPV，长安凌轩的空间是其另一大核心优势。凌轩采取2+2+3式座椅布局，拥有多达9种魔术座椅组合，空间阔变、功能全面，为七口之家提供完美出行方案，尽情满足搬家、露营、郊游等家庭需求。特别是第三排座椅设计的实用性和舒适性远超同级，确保185cm的驾乘者也能保持挺拔坐姿，进出舒展自如。沙发级全员关怀座椅、森林级VOC、深海静音级NVH、完美大七座装载更多、体验更优、关怀每一排、照料每一位。
914,　　在智能科技和智能安全方面，凌轩搭载全新in Call3.0+4G T-box智能车载互联系统，拥有导航、语音、互联、远程安全等多项创新性功能，令你轻松掌握车内情况，智慧出行一路畅游，同时还提供了一键启动和无钥匙进入等先锋便捷科技配置。此外，凌轩还配备了德国博世第九代ESP系统、右侧盲区可视、并线辅助、倒车横向预警等驾驶辅助系统，让凌轩的智能安全先人一步。
915,　　动力方面，凌轩拥有1.6L+5MT／1.5T+6MT／1.5T+6AT多种动力组合，让消费者拥有更多选择，AT车型搭载的6速手自一体爱信变速器，换挡反应速度迅捷，复杂路况快慢自由分寸。值得一提的是，凌轩还搭载了美国德尔福STT智能节油系统，在等红灯、城市道路堵车时，可实现空挡怠速熄火，起步自动点火，让消费者畅享都市绿色出行。
916,　　凌轩定位“安全精致MPV”，为懂得享受生活品质和众乐而居的家庭族而来，传递一种“就享多一点”的凌轩生活理念。选择凌轩，选择的是一种截然不同的生活方式。凌轩凭借高颜值、大空间、强安全的核心优势，开启长安汽车全新产品谱系。
917,　　日前，北京市交通委表示，将推进北京分时租赁汽车网点布局，年底前分时租赁汽车预计达到2000辆。所谓分时租赁汽车，即可用手机下单、随订随开、分时付费，也被称为“共享汽车”。新京报记者注意到，北京市场已经聚集了首汽的“Gofun出行”、乐视汽车的“零派乐享”、“一度用车”、“宝驾出行”等十几家共享汽车品牌。不过这仅仅是冰山一角，业内人士介绍称，在全国范围内，已有不下于260家共享汽车在运营。
918,　　共享汽车来势汹汹，其势头超出市场预料。据悉，北京市政路桥集团有限公司已计划将二、三环40余处高架桥下的空间改造作为共享汽车租赁点，设置停车位与充电桩。
919,　　就在共享汽车市场逐步升温的时候，友友用车却在上周发布了停运公告。一时间，对共享汽车盈利模式的质疑浮出了水面。
920,"　　,友友用车倒闭因做得“过重”"
921,　　3月16日，已宣布停止运营的友友用车创始人李宇对新京报记者表示，共享汽车目前难盈利，费用完全不能打平成本，长期亏损的话，财务投资人就会比较谨慎。
922,　　此前3月10日，友友用车在其官方微信公众号发布停止运营公告，称由于前期签署的投资款项未如期到位，决定退回所有用户账户存款，停止运营。这其实就是在说，友友用车烧钱难以持续，导致资金链断裂。
923,　　一位业内人士告诉新京报记者，友友用车倒闭是因为做得“过重”，“分时租赁市场里一种是做运营的，一种是做技术解决方案的，友友这两块都做，作为一个早期的项目来说成本过重。一个只有四五百辆车的企业，养了200人的队伍，平均下来一个人只服务2辆车，一个人要开工资、社保等等，都靠2辆车来背的话是很难的。最后投资人就会对这种企业失去信心。”这也间接导致了后期出现融资不畅的问题。
924,　　微租车创始人兼CEO杨洋告诉记者，以一般新能源汽车补贴完后的平均价为9万元算，如果要在3年收回成本，每月单车成本在2800元左右，加上充电费、停车费，按一天3次的出租频率，一小时得60元才能保持盈亏平衡，但这样的价格显然不会为消费者所接受。
925,　　“国家新能源政策现在要求行驶3万公里以后才能拿到补贴，这就要求共享汽车至少运营2年以上，在这两年之间是拿不到补贴钱。”杨洋表示。
926,　　上海国际汽车城有限公司、环球车享汽车租赁有限公司董事长荣文伟对媒体表示，从单车使用效率来看，如果一辆车一天的被使用时间能达到5到6小时，就能达到盈亏平衡，目前来看，环球车享旗下的车辆使用时间大约在2到3小时，目前仅有部分网点能勉强达到盈亏平衡点。
927,"　　,共享汽车要先做规模才有经济"
928,　　杨洋认为分时租赁是个规模经济，天然有个门槛相当于分水岭，过了以后意味着企业经营成本下降、出租效率提升、盈利能力增强。“这个分水岭应该是单城市布局8000-10000辆，如果达到这个规模后很多成本都会下降，比如以前的车辆除了交强险以外，还要交商业险，成规模后可以跟保险公司合作，甚至是自保的方式，自己成立资金池，并购一些修理厂进行维修担保，自己供应零部件。同时，共享汽车拥有了广告媒介的价值，盈利能力会大大增强。”
929,　　首汽租车首席运营官魏东认为：“分时租赁要获得认可，要求网络要足够密集、便利，最理想的状态是要做到随借随还”。
930,　　当然，想要在短时间内布局8000辆车并不容易，业内人士表示一线城市的牌照获取还是很难，想要大规模扩展的前提是解决牌照问题，实力比较雄厚的企业通过并购的方式，并购一些有牌照的租赁公司。Gofun方面表示，2016年仅发放2000个电动汽车牌照。
931,　　杨洋表示，新能源已经上升为国家战略，“到2020年，中国新能源产能突破200万辆以上，在这么短时间如何去消化？只能让它变成公共交通的一部分，新能源汽车不适合做出租车，只能做共享汽车。”
932,"　　,超260家企业入局，市场正在爆发"
933,　　进入公众视野的共享汽车品牌在几十家左右，而这仅仅是冰山一角。
934,　　杨洋所在的公司为全国的共享汽车企业提供系统和车辆控制设备，他告诉记者，公司已经跟超过260家的企业签订了合作。杨洋表示，这个数字还会不断攀升，“2016年合作企业增长是2015年的4倍，2017年第一季度已经是2016年的总和了。2017年和2018年会是大爆发的一年。”
935,"　　,中新网,3月17日电  国家大力推动新能源汽车的健康发展，人们的环保意识也在不断增强。尽管目前新能源汽车在推广过程中遇到了一些问题，但发展前景依然可期。日前，联合电动联合创始人兼CEO曹刚与联合电动销售副总裁徐晓龙在接受,中新网,专访时就表示，联合电动看好新能源汽车的发展潜力，并实施了多种措施来提升用户的体验。"
936,　　日前，北京市新能源汽车销售情况受补贴退坡原因进展缓慢，但是市民对新能源的关注和热度依然不减。对此，徐晓龙表示，政府通过补贴的变化来推动厂家促进整个新能源汽车制造行业良性发展环境。通过市场配备来推动厂家制造更符合消费者需求的电动汽车。
937,　　曹刚分析认为，“补贴政策其实具有中国特色，目前市场上在售车型主要是国产品牌，由于进口品牌拿不到补贴，这在一定程度上造成市场缺乏竞争力。当补贴退到0，国产品牌进口品牌真正竞争的时候，以及一些互联网造车企业的加入，使得市场上的车型更加丰富，消费者对电动汽车的选择也会更有信心。”
938,　　曹刚与徐晓龙均表示，随着行业的发展，联合电动的优势与价值会更加凸显。目前联合电动探索了多种模式来提升用户的消费体验，并取得了一定的效果。
939,　　据悉，过去传统的汽车销售模式是到一家4S店买一种品牌的汽车，消费者如果选购三个品牌的车做比较的话，可能需要半天甚至一天的时间，非常不方便。对于电动汽车的销售模式，联合电动实行电动汽车超市模式：把电动汽车品牌放到一起来做销售，一方面方便了用户体验和比较，另一方面让消费者有更直观环保的感受。据介绍，目前联合电动在北京已经有十多家电动汽车超市。
940,　　徐晓龙详细介绍说：“从车型来说，我们电动汽车超市里面有匹配类似燃油车规模不同车型，消费者可以根据自己的平常出行来考虑自己想选择2座还是5座，或者MPV空间更大的车型；因为现在续航里程每个车型都有差异，消费者可以根据自己出行距离选择；再次就是根据自己的预算，我们会提供不同的金融产品给他们，根据不同的喜好，不同还款方式等，消费者到了店面以后，我们会针对他现有情况提供个性化方案。”徐晓龙对这种营销模式充满信心：“我们正在与国内经销商合作，国外的品牌跟中国市场合作势必会用新的营销模式，相信我们搭建的互联网+给客户打造整个服务运营平台模式，会更有吸引力。”
941,　　在配套服务方面，定位为互联网+新能源公司的联合电动充分利用互联网+，探索共享充电桩模式，来解决电动汽车用户的充电难题。曹刚举例说，一个人家里装了充电桩并不意味着24小时他都会用，一天最多给电动汽车充几个小时，一周充电两三次也就够了。“这个资源闲置的时候就是一种浪费，我们希望把这个资源开放出来让更多的人共享，这是整体符合现在大家提倡的共享经济模式。”此外，曹刚坦言，联合电动还运用了很多移动互联网技术，包括用APP寻找最近充电桩，通过智能车锁避免一些汽油车占位，以及打通微信支付宝的支付……如此完成了非常简单的消费环节。“这个共享充电桩本身就是我们用共享经济来完善大家的服务体验方式之一，在解决大家使用环节中遇到的一系列问题。”曹刚表示。
942,　　“有些司机认为，开车偶尔用手机玩一下微信，是人之常情，其实有很大的危害性，尤其像上塘高架这样的城市快速路，车速很快，往往一不留神，车距就很近了，万一此时司机在玩微信，很容易引发追尾事故。”交警说。
943,　　新闻+
944,　　很多司机关心：开车使用蓝牙耳机、Apple Watch或者把手机等放在汽车支架上接听电话会被罚吗？交警表示，这些行为同样会让司机分心，但目前尚未有相关法律条款明确注明，而且这几种行为取证比较难，但司机朋友在开车时还应尽量保持专心。记者　吴崇远
945,　　近几年来，谷歌、微软、苹果、阿里巴巴、汽车之家等互联网大鳄都在布局增强现实(Augmented Reality，简称AR)，业内专家预测这将是下一个颠覆人类生活的新技术。AR技术是虚拟现实(VR)技术的延伸，可以让使用者在现实环境背景中看到虚拟生成的模型对象，如今已经应用在军事、医疗、教育、娱乐等方面。汽车之家更是通过技术研发手段，将AR技术应用到汽车营销领域，借助3月疯狂购车节试水“AR网上车展”，汽车之家成为首个将AR看车、购车模式商业化的汽车电商平台，实现线上线下多场景的覆盖和打通。
946,　　记者了解到，汽车之家3月疯狂购车节共吸引了26个厂商参与，其中宝马、广汽传祺、奇瑞汽车、一汽奔腾成为中国汽车产业里首个“AR网上车展”的参与厂商，3月17日-3月22日，连续六天售卖。
947,　　打破了时间、空间限制的“AR网上车展”面对全网用户，让随时随地观看、体验和购买的一站式服务成为现实。在网上车展展厅，车型介绍、试驾体验等专业的媒体内容一触即达，通过AR技术手段，车身外观、内饰、上路等体验立体化的呈现在手机屏幕上，AR网上车展不仅帮助用户汽车选车、看车，也打通了预约试驾以及在线交易。用户可以直接在展厅内填写预约试驾信息，抢购3月购车节红包，同时进入车商城3月购车节主会场下单购买。
948,　　汽车之家董事长兼CEO陆敏表示，AR技术应用是汽车之家在技术方面的重要进展，利用增强现实的方式，能够强化经销商、售车方面的展示，打通广告营销和销售的整个链条，提升用户提升体验，降低主机厂和经销商的营销和销售成本，提升效率。
949,　　据悉，去10月，汽车之家在陆敏的带领下，确立了“4+1”战略，建设车媒体、车电商、车金融、车生活四个圈，转型升级为基于数据技术的“汽车”公司，打造汽车生态圈。新战略驱动下，汽车之家着重平台建设，让供需两端和平台本身实现多赢，并且利用新技术，实现旧业务升级，赋能整个汽车产业。
950,　　陆敏指出，即便在“新零售”的电商行业背景下，汽车之家必须紧抓汽车品类的特殊性，“因为汽车购买并不像其他商品那么简单，而且用户和主机厂、经销商希望能够更加高效地建立对接桥梁。”陆敏认为，线上的核心商业逻辑是加强并促进线下的销售购买。
951,　　随着AR技术在互联网平台的使用和逐步推广，汽车厂商、经销商在互联网平台上的营销、销售，维度将变得更为丰富。全新的营销形式可以多维度进行产品展示、延长产品曝光时间，通过这一新的渠道，还能根据用户行为判断兴趣程度，搜集潜在客户，促进销售转化。
952,　　汽车之家一直致力于互联网技术在汽车领域的使用，以帮助厂商、经销商提升运营效率，帮助消费者更加舒适、便捷地买到爱车。
953,　　希望通过不断的技术创新和模式创新，互联网与汽车产业的能实现更好的融合和新发展。
954,　　目前，共享汽车领域的玩家涵盖了车企、汽车经销商、创业公司、房地产、通信等诸多行业。易观互联网汽车与出行研究中心分析师王晨曦告诉记者，“2015年底的时候有本无车一族已经达到2亿人，市场需求很大。政策也鼓励共享出行，相关技术的不断成熟，这些因素都促成了众多企业入局。”
955,　　尽管友友用车停运了，但李宇还是认为共享汽车是未来的发展方向，“单打独斗的企业已经没有在做了，现在的企业都是一条产业链上的，比如，虽然汽车共享不盈利但上游卖车是盈利的；还有做汽车金融的公司，铺上几千辆，汽车金融就有单了。”
956,"　　,问题1"
957,"　　,最长一次找车花了20分钟"
958,　　去年9月，拿下驾照的董军成为了有本无车一族，今年年初他开始注意到共享汽车，今年1月6日第一次开上了共享汽车。
959,　　目前分时租车的价格普遍比出租车便宜1/3。以Gofun为例，开车40分钟到达20公里外的目的地，确定锁车后的结算费用为24元(4元时长费+20元里程费)，价格相对出租车更经济。
960,　　已经开过25次共享汽车的“老司机”董军依然会被找车、找车位的问题所困扰。他告诉记者，运气好的话车就在路边，走过去就一两分钟，他最长的一次围着石景山万达转了3圈，花了20分钟才找到车。事后他发现，地图显示车在路口东北角，实际上车在路口的东南角。
961,"　　,问题2"
962,"　　,不少用户掉进停车费的坑"
963,　　“网点取车还好，如果是接上一个人用过的车，就可能掉到停车费的坑里。”董军口中指的坑是指上一个用户把车开到停车场走了，下一个接车的用户就需要支付上一个人的停车费。无论停了多久，途歌只给一笔固定的补偿，如果停车时间过长就意味着接车用户要承担一笔不小的停车费。
964,　　为了不掉进停车费的坑，董军会在取车前先询问车辆停了多久，需要交多少钱，如果费用过高就直接取消订单。停车场的管理员也会区别对待共享汽车，有的管理员不让停，或者让停车的用户先交钱。
965,　　也有不少企业采用定点存取的方式，不存在董军遇到的停车费问题，并可以规避违规停放、过度占用公共空间的问题。董军认为，这种定点存取的车辆用起来没有异地存取的方便。
966,　　新京报记者 马婧
967,"　　,中新网,3月17日电 上汽通用汽车正式宣布，雪佛兰中型SUV探界者Equinox即将在国内搭载通用汽车全球最新的两组高性能动力总成系统。这款极具明星光环的雪佛兰SUV新作将推出配备2.0T双涡管直喷涡轮发动机与9速HYDRA-MATIC手自一体变速箱的2.0T车型，为细分市场消费者带来高人一“挡”的驱动科技体验；此外探界者还将引入配备高性能版1.5T顶置直喷涡轮发动机与6速DSS智能启停变速箱的动力组合，实现性能与节油的双重优化，为中国消费者带去极具操控乐趣的最新美式SUV性能体验。"
968,　　雪佛兰探界者基于通用汽车全球最新一代中型SUV平台打造，具有强动力、高安全、轻量化的平台优势。2.0T车型率先搭载2.0T+9AT的全新动力系统，最大输出功率191千瓦，最大扭矩353牛•米，动力表现领先同级。这其中除了2.0T双涡管直喷涡轮发动机的卓越性能表现之外，通用首款9速HYDRA-MATIC手自一体变速箱更是功不可没。
969,　　得益于通用汽车在变速箱领域的先进设计工艺和非凡技术实力，全新的9速HYDRA-MATIC手自一体变速箱采用同轴设计，所有齿轮均与曲轴排布在同一直线上，搭配通用汽车首次应用的可选择单向离合器，令其拥有与6速自动变速箱相当的紧凑体积。结构布局方面，在齿轮组、离合器与液力变矩器的选择上遵循了特定策略。5组行星齿轮机构搭配4个固定离合器和3个旋转离合器的机械组合，成就了7.6：1的最佳齿比范围，优化了车辆的加速表现与燃油经济性。另外，这款9AT变速箱采用新的液力变矩器和以32位控制模块(TCM)为载体的变速箱控制逻辑，实现平顺精准换挡的同时还能监测变速箱的表现，让用户在不同车速下畅享性能和细腻换档带来的完美体验。
970,　　雪佛兰探界者1.5T车型将搭载通用全球同步的1.5T+6AT黄金动力组合。其中高性能版1.5T顶置直喷涡轮发动机，经过重新调教和优化升级，性能进一步强化，最大输出功率达到132千瓦，最大扭矩275牛•米，直接抗衡主流中型SUV的2.4L自然吸气发动机。与之匹配的6速DSS智能启停变速箱在换挡响应速度和平顺性上均达到同级领先水平，加之全系标配发动机自动启停功能，令其百公里综合油耗仅为6.7L，跻身同级最佳油耗SUV行列。
971,　　作为SUV鼻祖，83年前，雪佛兰Suburban的诞生宣告了SUV车型在世界范围横空出世。如今，作为通用全球最具实力的SUV车型之一，Equinox是雪佛兰品牌旗下第二大畅销车型，凭借硬朗与时尚兼顾的设计风格、宽敞的乘坐空间、丰富的科技配备和极富乐趣的驾驶体验， 2004年上市至今已赢得全球200万消费者的青睐。
972,　　现在，全新一代雪佛兰探界者已在网络渠道开启首批预售——即日起，消费者可在天猫雪佛兰官方旗舰店进行新车预定，首批预订成功者将获得价值5000元的“DISCOVERY领鲜越野大礼包”，并能在第一时间感受探界者全方位“高人一档”的产品实力。更多详情可扫描上图二维码获悉。
973,"　　,中新网,3月17日电 据交通运输部网站消息，北京、天津、上海、重庆等73个城市网约车实施细则已正式发布。神州专车、首汽约车、曹操专车、滴滴出行等网约车平台已在一些城市取得了《网络预约出租汽车经营许可证》。"
974,　　交通部称，《关于深化改革推进出租汽车行业健康发展的指导意见》《网络预约出租汽车经营服务管理暂行办法》两个文件发布之后，各地因地制宜，结合当地实际情况制定了相应实施细则。北京、天津、上海、重庆等73个城市的实施细则已正式发布。神州专车、首汽约车、曹操专车、滴滴出行等网约车平台已在一些城市取得了《网络预约出租汽车经营许可证》。
975,　　根据《网络预约出租汽车经营服务管理暂行办法》，申请从事网约车经营的，应具备线上线下服务能力。其中，线上服务能力由企业注册地省级相关部门一次认定，全国有效。首汽约车平台以首约科技(北京)有限公司名义在北京市完成了线上服务能力认定(不开展私人小客车合乘业务)；神州专车平台以神州优车(福建)信息技术有限公司名义在福建省完成了线上服务能力认定(包括私人小客车合乘业务)；曹操专车平台以杭州优行科技有限公司名义在浙江省完成了线上服务能力认定(包括私人小客车合乘业务)；滴滴出行平台以滴滴出行科技有限公司名义在天津市完成了线上服务能力认定(不开展私人小客车合乘业务)。
976,　　具备线上服务能力的网约车平台公司，应根据经营区域向相应出租汽车行政主管部门提交申请，经审核同时符合线上线下服务能力有关要求的公司，即可获得当地出租汽车行政主管部门发放的《网络预约出租汽车经营许可证》。据统计，截至3月15日，神州专车在福州、厦门、宁波、苏州、无锡、泉州、杭州、沈阳等8个城市获得经营许可；首汽约车在北京、杭州、宁波、常州、福州、沈阳、苏州等7个城市获得经营许可；曹操专车在杭州、宁波等2个城市获得经营许可；滴滴出行在天津、成都等2个城市获得经营许可。
977,　　提供合规的网约车服务，不仅网约车平台公司需要获得《网络预约出租汽车经营许可证》，在网约车平台上提供服务的车辆和驾驶员也都要取得相应的许可。
978,　　按照我国有关法律规定：小型、微型非营运载客汽车，注册登记超过6年的车辆，每年都要定期到机动车检测站进行一次全面的安全检测。这就好比定期给车辆进行一次系统的体检，只有拿到年检合格证的车辆才能被准许上路行驶。然而在近日，央视记者在黑龙江哈尔滨走访却发现，一些检测站任由不合格的车辆“蒙混过关”。
979,
980,"　　,外观检测不通过 竟用A4纸修补"
981,　　近日，在黑龙江哈尔滨市双城区机动车综合性能检测站的院内，来年检的车辆排起了长龙。哈尔滨市民高先生有一辆2007年登记注册的黑色轿车，他在这家检测站的服务大厅填写完车辆检测表、缴纳330元的车检费后，车检站的工作人员首先对他的车进行了外观检测。
982,　　由于缺少前保险杠上的雾灯，高先生的车没能通过外观检测。正当高先生为此发愁时，检测站的另外一名工作人员告诉高先生，他能帮忙想办法搞定雾灯的事。
983,
984,　　在检测站工作人员的引领下，高先生来到了位于这家检测站院内的复印社。实际上，这家挂着喷号复印牌匾的店铺是不对外公开的维修部，修理工跟这家检测站的工作人员看起来很熟。
985,　　检测站工作人员和修理工交流一番后，修理工先用A4纸把保险杠上的雾灯孔塞上，然后再用透明胶带把纸粘牢。缺雾灯就用纸粘上，这种修法让高先生很吃惊。看到车主担心颜色不一致，维修工就在被堵上窟窿的位置喷上了和车相近的黑色漆。为了保持颜色一致。他又在另一侧的雾灯上也喷上了黑漆。随后，维修工向高先生收取了100元维修费，并向高先生许诺，能帮忙通过接下来的所有检测。
986,
987,　　据悉，在当天，没有通过外观检测的车辆都会在检测站工作人员的引导下，到这家复印社进行简单地修补。
988,"　　,“纸雾灯”竟能过年检？"
989,　　按照《中华人民共和国道路交通管理条例》第十九条的规定，机动车必须保持车况良好、车容整洁。制动器、转向器、喇叭、刮水器、后视镜和灯光装置，必须保持齐全有效。只有满足上述要求车辆才能通过年检。
990,　　收取维修费之后，修理工让高先生排队等待。只见修理工跟检测员打了个招呼，检测员便让高先生的车插队先检。修理工熟练地将检测站放在角落里的三脚架和灭火器放在车尾，然后又跟检测员小声嘀咕了几句。这样，高先生这辆装着纸雾灯的车就通过了外观检测这一关。
991,
992,　　在接下来的尾气检测、刹车检测、灯光检测等各项检测环节中，高先生的车都是一路绿灯。过了40分钟，这辆车的检测报告就出来了：车辆外观、刹车制动、车辆灯光、尾气排放等环节都得达到了合格标准。尤其是车辆灯光检测这一项，纸粘的雾灯竟然通过检测。
993,
994,"　　,只要交钱 “问题车”就能上路"
995,　　机动车年检是道路交通安全的第一道保险，年检一旦缺位，就容易导致“问题车”上路，增加道路交通的安全隐患。检测站为何要让“问题车”蒙混过关？该现象又是否普遍存在？
996,　　在哈尔滨市南岗区一家大型机动车检测站周边，涉及汽车年检的中介机构就不下十几家。一家车检中介机构的工作人员告诉记者，只要交中介费，通过检测并不是难题。车检中介工作人员表示，年检车就收380元，只比国家规定的机动车检测价格多收50块钱。“能整的地方就整整，能糊弄过去就糊弄过去了。”中介工作人员还说，只要有车来检测，基本都能过。检测站是从检测费中赚钱，一辆车能够痛快地检完，才是检测站希望看到的场景。
