,content
4834,　　燕山深处，地空导弹某师在战术背景下，一路机动到达预定阵地。一枚枚新型导弹竖起，如利剑直刺苍穹。师领导告诉记者，他们始终把“真、难、严、实”贯穿全程，开展全流程、全要素、全装备训练，坚持依法治训按纲施训，持续提升部队战斗力。
4835,　　迎着新年曙光，空军官兵斗志昂扬、热情饱满，逐梦蓝天的步伐愈发踏实有力。
4836,"　　,火箭军：从难从严锻造战略铁拳"
4837,　　记者张选杰、李兵峰发自火箭军：严寒地域多个“战场”摆兵布阵、复杂环境布设“危局”锤炼技能……刚刚踏入新的一年，火箭军部队上下就围绕“随时能战、准时发射、有效毁伤”的核心标准要求，扎实推进实战化训练，不断提高部队战斗力。
4838,　　在西北高原，某导弹旅正在组织困难条件下的实弹发射演练，紧盯薄弱环节设置课目，逐个攻克训练难题，一名名导弹号手不畏严寒启封阵地、熟练展开操作，科学应对各种复杂特情，连续实施“火力打击”，有效提升临战状态下快速打击能力。
4839,　　在南国密林，一支导弹劲旅悄然进入陌生环境，组织夜暗条件下全流程战斗发射，随着一道道指令下达，官兵们闻令而动，在一个个危局、险局、难局中想办法、出实招，实战条件下遂行任务的能力得到了全面磨砺。
4840,　　记者采访了解到，今年火箭军将始终保持“箭在弦上、引而待发”的戒备状态，坚持仗怎么打、兵就怎么练，紧贴实战组织和参加一系列实弹发射、红蓝对抗、联演联训等任务，从难从严锻造具有“王牌”“底牌”作用的“杀手锏”部队。
4841,"　　,战略支援部队：干劲十足聚力新质作战能力建设"
4842,　　记者李国利发自战略支援部队：实战化训练全面展开，全员创新成为战斗力提升推进器……成立刚满一年的战略支援部队呈现出蓬勃向上的新气象，官兵练兵动力十足，各项工作向打仗聚焦，各项安排向打仗用力，积极投身战略支援部队建设。
4843,　　在某部举行的一次任务演练中，突发雷达信号闪断的故障。面对导演组的“刁难”，技术人员通宵达旦，从线缆到插头、从硬件到软件，逐一排查故障，最终将故障准确定位，彻底解决了这一难题。
4844,　　分析设备原理、查验出厂文书、开展指标测试……某部测量站官兵，开年来纷纷利用任务间隙开展设备维护保养工作，确保各项任务“零故障、零差错、零缺陷”。
4845,　　战略支援部队，是维护国家安全的新型作战力量，是我军新质作战能力的重要增长点。成立一年来，战略支援部队建设蹄疾步稳。
4846,　　新年新起点。从北国雪原到南方海岛，从戈壁大漠到崇山峻岭，来自战略支援部队的广大官兵纷纷表示，始终牢记习主席在视察战略支援部队机关时的重要讲话，脚踏实地、真抓实干，着眼提升打赢能力，为建设一支强大的现代化战略支援部队而矢志奋斗。
4847,"　　,武警部队：冬季练兵热潮掀开新年训练帷幕"
4848,　　记者张东波、刘新发自武警：北疆雪原，呵气成霜。武警某部官兵在雪地中展开了一场多课目、长距离、超负荷的野外对抗演练：雪地行军、搜索、突击、越野……
4849,　　记者从武警部队训练部门了解到，驻守在全国的27万余名武警官兵投身冬季大练兵活动，从难从严锤炼部队实战能力，磨砺官兵意志品质和战斗作风，掀起了一股训练热潮。
4850,　　冬季练兵潮，吹响了新年训练的号角。武警部队从破解影响战斗力提升的新情况、新问题入手，狠抓军事训练人员、内容、时间、质量、弹药、摩托(飞行)小时、教练员、场地“八落实”。
4851,　　武警部队开训以来，各级按照武警党委决策部署，迅速掀起了实战练兵热潮。
4852,"　　,中新网,青岛1月22日电 (张刚)22日上午，新型导弹驱逐舰西宁舰入列命名授旗仪式，在北海舰队某驱逐舰支队军港码头举行，标志着该舰正式加入人民海军战斗序列。"
4853,　　北海舰队司令员张文旦宣读入列命名命令，并为该舰授旗、颁发命名证书。北海舰队纪委书记孙映，参谋长姜国平、政治工作部主任吴海华，后勤部部长李永平、装备部部长谷宁昌，以及西宁市和驻地领导等出席仪式。
4854,　　冬日的青岛寒风凛冽、天寒地冻，但码头上却是一片火热景象。停泊在码头的西宁舰满旗高挂，官兵们在威武战舰上分区列队，脸上充满了激动与自豪。上午10时，在雄壮的军乐声中，西宁舰入列命名授旗仪式正式进行。
4855,　　张文旦司令员在仪式上说，西宁舰的入列为部队注入了新鲜血液，各级要“不忘初心、继续前进”，强化使命担当，积极主动作为，努力推动部队建设水平迈上新台阶。西宁舰全体官兵要以“驾一流战舰、做一流舰员、树一流形象、创一流业绩”的标准，学好、管好、用好新装备；要紧贴实战、苦练精兵，尽快淬炼成能打仗、打胜仗的海上劲旅。
4856,　　西宁舰实习舰长周明辉代表全舰官兵发言，他表示，全舰官兵将始终秉承“勇气、实干、卓越”的舰风，牢记使命、不负重托，团结一心、奋勇拼搏，争做走向大洋、挺进深蓝的先锋部队，肩负起党和人民给予的殷切重托和赋予的神圣使命。
4857,　　西宁舰舷号117，是中国自行研制生产的新型导弹驱逐舰，集成了多种新型武器装备，信息化程度高，隐身性能好，电磁兼容性强，主要担负编队指挥、区域防空、反潜和对海作战等使命任务。自组建以来，西宁舰以“打造精品战舰、培养一流舰员”为目标，勤学苦练、攻坚克难，圆满完成接舰培训、试验试航、验收交船等任务，为该舰战斗力形成打下了坚实基础。
4858,　　据了解，中国海军第一代国产导弹驱逐舰108舰曾以西宁舰命名，该舰驰骋海疆33年后，于2013年光荣退役。(完)
4859,　　相关链接：第一代西宁舰荣归“海军母亲城”
4860,　　第一代西宁舰1980年服役，2013年完成战斗使命退役，正式移交到“海军母亲城”江苏省泰州市，担负起国防教育的新使命。该舰累计航程20余万海里，航时13824小时，圆满完成战备巡逻、研练演习等重大任务50余项，20余次代表国家陪同外国军舰来访、迎接外国驻华武官和来华宾客参观访问，荣获海军年度“四无”先进单位、海军拥政爱民先进单位等数十项荣誉。
4861,　　1980年5月，入役仅4个月的西宁舰随编队远赴南太平洋，参加中国首次运载火箭飞行试验任务。那次任务历时36天，横跨50多个经度、4个时区，穿越40多个纬度，经过4个台风生成带，连续航行9000多海里，见证了人民海军第一次冲出岛链，开辟了中国海军在南太平洋的第一道航迹。
4862,许其亮在出席神舟十一号载人飞行任务飞行乘组航天员颁奖授称大会时强调
4863,牢记使命重托 凝聚建设航天强国的强大意志力量
4864,　　新华社北京1月20日电(记者王玉山、李国利)神舟十一号载人飞行任务飞行乘组航天员颁奖授称大会20日在京举行。中共中央政治局委员、中央军委副主席许其亮代表习近平主席和中央军委，向受表彰的景海鹏、陈冬同志表示热烈祝贺，向参研参试官兵和工程战线全体同志致以诚挚问候。他强调，要从维护核心、看齐追随的高度，始终牢记建设航天强国和世界科技强国的重托，更加自觉地把中国梦、强军梦、飞天梦和个人的梦想统一起来，凝聚起不忘初心、继续前进的强大意志力量。
4865,　　中央军委委员、中央军委装备发展部部长张又侠主持大会。
4866,　　许其亮指出，空间实验室任务实施以来，习主席亲自电贺神舟十一号成功发射，亲自与航天员通话，亲切接见航天员及参研参试代表并发表重要讲话，这次又决定给两位航天员颁奖授称，集中体现了发展航天事业的决心意志，集中体现了对航天人的深切厚爱和殷切期望。
4867,　　许其亮强调，两位航天员为我国航天事业做出重大贡献，要学习他们奉献党的事业、报效伟大祖国的赤胆忠诚，矢志飞天、追梦不止的事业追求，不畏牺牲、勇克艰险的血性担当，为实现“两个一百年”奋斗目标、实现中华民族伟大复兴的中国梦不断做出新的更大贡献。
4868,　　会上，中央军委装备发展部政委安兆庆宣读了中共中央、国务院、中央军委《关于给景海鹏颁发“一级航天功勋奖章”，授予陈冬“英雄航天员”荣誉称号并颁发“三级航天功勋奖章”的决定》。
4869,　　1月19日19时20分许，驻闽陆航某团在组织夜间飞行训练时，一架直升机在泉州市泉港区界山镇下朱尾村附近坠毁，机上2名飞行员下落不明。事故发生后，军地第一时间开展了联合搜救，处置相关事宜。坠机导致当地4间民房受损，3名群众受轻伤。受伤群众已送至医院治疗，没有生命危险。直升机失事原因正在进一步调查中。
4870,　　春节临近，西部战区陆军某陆航旅官兵坚持高原练兵——
4871,　　坚守，为了万家团圆
4872,　　本报记者　马三成　通讯员　张晓军　马　涛
4873,　　西藏的冬天，阳光明媚，正是直升机飞行的好天气。西部战区陆军某陆航旅官兵驻训高原，迎来了冬季大练兵的黄金期。
4874,　　春节的脚步越来越近了，而该陆航旅驻西藏外训点官兵依然坚守岗位。旅里最年轻的飞行大队长刘亮，去年春节在云南驻训点度过，今年将在西藏驻训点过年。近几年，他每年外训时间超过半年，去年达10个月。
4875,　　高原的冬天，对人的身体影响较大。但刘亮说，冬天气温低，高原天气突变小，尤其是雾少，有利于直升机飞行课目在高山峡谷全面展开，直升机可使用功率增加，应对风险课目的把握也增大了。
4876,　　刘亮说，他有两个学习榜样：一个是旅长杨磊，作风特别过硬；另一个是搭档薛德鹏，飞战术课目和转场课目很过硬，还曾率先在西藏高原首飞夜航训练课目。刘亮说，作为飞行员，最向往、最自豪的是在未来战场能打胜仗！驻训高原，一家不圆万家圆，这种坚守值得，也很快乐！
4877,　　在该陆航旅，像刘亮一样坚守战位的官兵还有很多。机务五中队特设技师、四级军士长周自成，原本准备今年春节休假，但为了让其他成了家的战友回家过年，周自成主动要求坚守驻训点。副旅长郭斌今年春节也在驻训点过……
4878,　　(本报拉萨1月24日电)
0,　　人民网北京2月4日电 (邱越)据英国《每日邮报》网站2月1日援引媒体报道称，中国首艘国产航母未来可能将被部署在南海附近。军事专家在接受央视采访时表示，我国未来需要更多母港来为航母提供深度保障。南海是我国安全利益和发展利益较为集中的近海海域，需要航母经常在此巡航。
1,　　据外媒报道，此前白宫已誓言要挑战中国在南海的主权声索。白宫发言人肖恩·斯派塞曾说，美国“要确保能保护我们在那里的利益，防止其被某个国家占有”，但他拒绝说明美国是否会采取具体行动阻止中国接近南海上的人工岛。刚刚出任美国国务卿的雷克斯·蒂勒森也曾在参议院听证会上说，美国应该阻止中国进入那些人工岛。
2,　　据印度报业托拉斯网站报道，中国正在建造第二艘航母，该航母预计将在2017年上半年建成，并将在2019年正式加入海军。中国的第二艘航母很有可能被部署到南海的某个地方，以应对那里的“复杂局势”。
3,　　军事专家尹卓认为，南海海域面积达350万平方公里，远大于东海和黄海，水深更深，适合大型舰艇活动。南海是我国安全利益和发展利益较为集中的近海海域，需要航母经常在此巡弋。中国若在南海保持较为强大的军事力量，无疑将成为维护南海和平稳定的促进力量。
4,　　航母母港究竟需要具备哪些条件呢？杜文龙介绍称，航母母港是航母维护休整的重要基地，也就是航母的“4S店”，不光要能够靠泊，还要能够进行维护和保障。目前，我国在青岛已经有了这样一个航母“4S店”，新航母服役初期很可能会与辽宁舰共用一个母港，积累航母母港的使用经验。未来我国海军仅靠一个航母母港肯定不够，必然需要更多的母港为航母提供深度保障。
5,　　杜文龙指出，航母母港的位置安排要根据需要而定，哪里的压力大、“海闹”多，哪就是我们主要关注的方向，在相关地区建立航母母港也就顺理成章。
6,　　陆军第26集团军某陆航团探索军民融合保障新机制
7,　　保障人员明显减少 训练效益大幅提升
8,　　本报讯 记者康子湛、特约记者陈豪报道：近日，陆军第26集团军某陆航团一场跨区演练在渤海湾畔展开。记者注意到，以往“飞机天上飞，保障车辆地上追”的情况不见了，保障工作由民航、海事、渔政等7个军地有关部门共同完成。
9,　　“以往部队野外驻训或执行任务，通常要带足各项要素跟随保障，或者就近依托陆航兄弟单位、空军机场保障。”该团团长赵理准说，这一保障模式不仅行动迟缓，而且由于训练资源有限，经常出现“抢时间、争地盘”等情况，导致训练效益较低。
10,　　去年，该团在以往跨军兵种联勤保障的基础上，探索军民融合保障新机制。他们结合外训情况，与任务区附近的空军、民航、海事部门等单位建立联系，构建军地沟通协调机制，依托各方资源打造野战飞行保障新体系。
11,　　记者在演训场见到，安防设施一应俱全的某民航机场油库内，各型军用油车全时待命，直升机落地便迅速前出；经与民航技术专家共同检验后，官兵加注航油，所用油料均由空军某航空兵师提供；野战后勤综合数据库设置一新，机场周边的医院、加油站等保障资源应有尽有。
12,　　甩掉“坛坛罐罐”的陆军轻松“起飞”。据统计，去年一年，该团在演习中虽然保障车辆比往年减少近一半，保障人员减少近1/3，部队训练效益却大幅提升，海上航行、搜索营救等10多个实战化课目顺利进行。
13,　　照顾好烈士亲人，一个都不能少
14,　　杜善国
15,　　“中国维和部队的几名同志壮烈牺牲，为世界和平献出了宝贵生命，我们怀念他们，要把他们的亲人照顾好。”习主席在新年贺词中的殷切嘱托，既体现了党和国家的意志，也凝结了社会期待和共同期望；既饱含着对烈士亲人的礼遇和尊崇，也寄寓着对英烈最温暖的缅怀和告慰，更是在倡导传承伟大的英雄精神。
16,　　领袖话语言犹在耳，社会行动蔚为风尚。我们欣喜地看到，在农历鸡年即将来临之际，全国各地广泛开展关爱烈士亲人行动，真情关爱烈士家庭，积极解决他们的生活难题，在全社会形成了“关爱英烈亲人、崇尚英雄精神”的浓厚氛围。此情此景，如若烈士有知，定会含笑九泉。
17,　　凛然英雄气，激荡天地间。高高飘扬的五星红旗，用英烈的鲜血浸染；雄伟挺立的共和国大厦，以壮烈的牺牲奠基。战争年代，他们“捐躯赴国难，视死忽如归”，为的就是建造一个可爱的中国；和平年代，他们“纵死侠骨香，不惭世上英”，为了国家利益毅然献出宝贵的生命。铭记烈士的壮举，照顾好烈士的亲人，是我们的道德良知所在，是我们共同的责任，也是对正气正义和英雄精神最好的弘扬。
18,　　有位有识之士曾言，不安忠魂，难唤民魂，更难铸国魂。烈士们牺牲的那一刻，可能没有时间顾念亲人，但亲人一定是他们灵魂深处最永久的牵挂。关心关爱每一位烈士的亲人，不仅是一种浓郁的情感表达，更展示出社会的价值观和责任担当，散发出英雄情怀所本该具有的价值温度。这不仅是对逝者的怀念和告慰，更是对生者的尊崇和激励，能够令觊觎者心存恐惧，让友善者萌生敬意，使临阵者勇往无前。
19,　　政策是最强大的导向，也是最有力的杠杆。缺乏政策制度的保障，照顾好烈士的亲人就可能像“一阵暖风吹过”。这些年，我国施行褒扬金制度和抚恤制度并行原则，通过设立褒扬金、提高一次性抚恤金标准、完善定期抚恤金自然增长机制等措施，让烈士的亲人共同享受发展的成果。然而，照顾好烈士的亲人是项系统工程，需要综合施策、上下合力，不断填补政策制度的空白，时时体现“国家和人民并没有忘记”的深沉内蕴，让明媚的阳光恒久地照耀到所有烈士亲人的身上。
20,"　　真情来自民间，照顾依靠大家。多年来，不少人怀着“烈士已流血,决不能让烈士的亲人再流泪”“烈士的亲人感情上已经很孤苦,决不能让他们生活上再困苦”的朴素想法，无怨无悔地照顾着烈士的亲人。其中，有武穴退伍老兵30多年照顾阵亡战友父母，有感动中国候选人董贵生自筹资金带烈士父母去云南扫墓，有空军转业军官赵庆珍落户战友家乡20余年给烈士母亲一个完整的家……"
21,　　一桩桩，一件件，闪耀在精神的天空，传递着道德的温暖，培塑着时代的气质。涓流汇海、积土成山，只有每个公民积极参与，积小我为大我、聚个体为群体、集小气候为大气候，才能形成关心关爱烈士亲人的良好风尚。
22,　　“道不可坐论，德不可空谈”。照顾好烈士的亲人，比态度更重要的是迅捷行动，从点滴做起，从小事做起，从我做起、从当下做起。惟有如此，才能更好地凝聚“执干戈以卫社稷”的磅礴正能量。
23,　　破障攻坚，构建新型服务保障体系
24,　　军委机关事务管理总局一年清理118个历史遗留问题
25,　　本报讯 张永红、记者梁蓬飞报道：日前，军委机关事务管理总局的一份成绩单引起记者关注：截至2017年1月，接管第一批转隶移交的141个历史遗留问题，他们已清理办结118个，为推进军委机关新型服务保障体系改革破障攻坚开了新局。
26,　　组建之初，军委机关事务管理总局一举接收了原四总部40个单位的141个历史遗留问题，涉及工程建设、房地产、经费、人事等多个领域，时间跨度长，牵涉范围广，解决难度大，矛盾焦点突出。为推动军委机关事务集中统管改革任务扎实落地，把军委机关各部门从繁琐的事务性工作中摆脱出来，集中精力专司主业，总局党委坚持新官理旧账，矛盾不上交、问题不下卸、责任不推诿，主动作为、强势推进，使历史遗留问题清理办结率在一年内就达到了83.7%。
27,　　不用违规办法解决违规问题，不处理老问题衍生新矛盾，不为完成任务打政策擦边球，是总局党委清理历史遗留问题始终坚持的原则。以解决产权纠纷、土地置换、违规租赁争议为例，他们聘请专业律师团队，积极协调国家、北京市、军委机关有关部门聚力攻关，通过依法提起诉讼、土地确权、解除合同等方式，将24个房地产类问题彻底解决，不留任何可能引发问题反弹的隐患。
28,　　总局党委机关经过不懈努力，构建军委机关新型服务保障体系的阻力障碍正在逐步清除。“目前尚未办结的历史遗留问题，都是难啃的‘硬骨头’，需要我们持续用力，一抓到底。”总局领导介绍，随着改革的深入推进，第二批转隶移交的遗留问题也由他们接手解决，目前正在梳理攻关。面对这场必须打赢的“攻坚战”，他们表示将大力弘扬一贯的优良作风，直面矛盾问题，强化责任担当，立足本级攻坚克难，确保改革顺利实施。
29,　　直面矛盾问题 强化责任担当
30,　　随着国防和军队改革深入推进，不少单位面临的历史遗留问题，已成为制约改革推进和建设发展的“瓶颈”。这些问题既是摆在各级党委和广大官兵面前的难题，又是改革转隶交接期间的焦点，处理不当就会影响改革强军大局。
31,　　敢啃“硬骨头”就要敢于担当。对待遗留问题的态度、清理遗留问题的力度、解决遗留问题的成效，反映的是党委班子的凝聚力创造力战斗力，检验的是领导干部的党性原则、能力素质。实践证明，打胜了恶仗硬仗才能体现真本事，啃下了硬骨头才能把事业向前推进。
32,　　军委机关事务管理总局党委从组建之初，就坚决贯彻习主席和军委“新官要理旧账”的重要指示，坚持把处理历史遗留问题作为落实改革任务、提升保障水平的实践抓手，一年清理了118个历史遗留问题，既为本单位建设轻装前进扫清了障碍，又为全军部队处理遗留问题积累了经验。他们的有益做法启示我们，只要对事业高度负责，就能做到在克服困难中前进，在解决矛盾中发展，向党和人民交出合格答卷。
33,"　　,中新网,兰州2月11日电 (孙利波 樊净芷)10日下午，为期1周的2月份西部战区陆军首长机关军事训练在考核中落下帷幕。"
34,　　在手工标图考核中记者发现，离考核结束时间还有10多分钟，许多参训军官已经完成标图。他们交卷后并没有匆匆离去，而是在考场外与战区陆军领导一起，围绕加强和改进首长机关训练进行讨论交流。
35,　　西部战区陆军领导介绍，自去年年初西部战区陆军成立以来，他们出色完成高原训练、跨区演习等重大演训任务，军事训练实战化水平有了大幅提升。去年年底，战区陆军机关“回头看”发现，各级大项工作任务完成很好，但训练基础不够牢固，特别是首长机关基本知识不厚实、基本技能不精熟、指挥素养不扎实的问题不同程度存在。
36,　　首长机关平时是部队建设的组织者，战时是带兵打仗的指挥员，深入抓好带兵打仗能力至关重要。西部战区陆军训练处处长祁志明告诉记者，为了抓好首长机关训练，战区陆军制定了严格的考勤、考核制度，明确要求从党委领导到普通干部全部参加，逐人建立训练档案。每月集中训练期间组织考核，对未参训和不合格人员，统一组织补训补考，并明确把训练成绩作为评先评优的一道“硬杠杠”。以考促训督促大家始终铭记指挥员第一身份，真正把练兵打仗作为第一要务，精练指挥技能，钻研指挥谋略，着力打牢战区陆军首长机关指挥基本功。
37,　　强军使命催征急，不用扬鞭自奋蹄。走进训练场，热火朝天的训练场景随处可见。某指挥方舱内，5名战区陆军机关干部正进行装备操作，并不时向教练员请教，直到训练时间结束，仍专注地训练，不肯离去。参谋部直属工作处干事张丁说：“作为首长机关干部，必须练就过硬的带兵打仗基本功，政治干部也不例外。”(完)
38,　　我为祖国守海防
39,　　——海军153编队官兵春节期间执行战备任务见闻
40,　　本报记者 刘亚迅
41,　　北风怒号，波涛翻滚。大年初四，千家万户欢度新春之际，由东海舰队某驱逐舰支队西安舰、扬州舰组成的海军153编队驰骋在祖国东海，执行战备任务。
42,　　受南下冷空气影响，连日来，海面风力逐渐加大。记者看到，3米多高的涌浪滚动咆哮，数千吨的战舰在波峰浪谷间颠簸摇摆。
43,　　西安舰女兵孟琪的战位在驾驶室，这是全舰最高、视野最开阔的战位，也是摇晃最厉害的地方。几个浪头过去，孟琪的小脸变得煞白。
44,　　孟琪入伍3年，先后执行过第20批护航和“环太平洋-2016”演习等任务，在海上的时间比在岸上都长。风浪里，孟琪强忍身体不适，一边操舵，一边瞪大眼睛观察海面情况，“几千吨的战舰在手里，一刻都不能马虎”。
45,　　三级军士长、柴油机班班长曹远的战位则在全舰最底层的机舱里。找到曹远时，他正在机舱一个狭小的角落里打着手电筒检查装备。柴油机是全舰动力核心，使用频率高。曹远告诉记者，他们24小时值班，每个小时都要巡查一遍机舱，看、听、摸、嗅、尝，5种功夫必须样样过硬。
46,　　巡查机舱结束，记者来到了作战指挥室。电子显示屏上，该海区船舶、飞机的数量、位置一目了然。二级军士长、指控技师李明兴告诉记者，这里必须24小时值班，实时掌握海空情况，为指挥员决策提供准确的信息支撑。
47,　　任务海域风浪越来越大，深蓝色的海面上涛声盈耳。战舰驾驶室里，作战指挥室里，机舱里，官兵们一道道专注的目光，明亮而又警惕。透过这一双双明亮、清澈的眼睛，记者忽然想起了一句话：我们之所以看不到炮火硝烟，是因为有我们的战士用牺牲、用奉献把危险挡在了我们看不见的地方。
48,　　(本报东海某海域1月31日电)
49,"　　,中新网,萨拉拉2月11日电 (黎友陶 潘小员)当地时间10日上午11时30分，中国海军第二十五批护航编队导弹护卫舰衡阳舰缓缓驶入阿曼苏丹国萨拉拉港，开始为期五天的靠港补给休整。中国驻阿曼大使馆工作人员以及中远海运西亚公司员工代表到码头迎接。"
50,　　阿曼位于阿拉伯半岛东南部，与阿联酋、沙特、也门接壤，濒临阿曼湾和阿拉伯海，是阿拉伯半岛最古老的国家之一，公元前2000年已广泛进行海上贸易，并成为阿拉伯半岛的造船中心，其所属的萨拉拉港如今已是阿拉伯国家集装箱等货运枢纽。
51,　　靠港补给休整期间，护航编队各舰将严格遵守阿曼国家港口管理相关规定，并按照计划补给部分蔬菜、水果等生活物资，进行装备检修保养。同时安排官兵进行短期休整，组织开展系列文体活动，缓解身心压力，更好地执行下一阶段的护航任务。
52,　　据了解，整个春节期间，编队各舰持续执行护航任务。衡阳舰靠港补给休整期间，编队洪湖舰、玉林舰继续担负护航任务。按照靠港补给休整计划，待衡阳舰补给休整离港后，洪湖舰和玉林舰将轮流靠港补给休整。(完)
53,　　如今在网络上，经常可以看到关于我军战术背心与其他军事发达国家的比较。战术背心究竟有何意义，各国战术背心又有何特色？本期为您解读。
54,　　发展由来
55,　　终极战术携行具
56,　　所谓战术背心，又称“战术携行背心”，通俗地说，就是指士兵在执行战斗或其他军事任务时，穿戴在躯干外面的特制背心，可用于携带弹药、辅助武器和其他战术装备。战术背心属于“战术携行具”的一种。
57,　　士兵上战场，当然要携带各种武器、装备、弹药。随着军事科技的进步，携带的东西也越发复杂。而这些东西，固然可以用双手拿，但有时必须得把手腾出来做别的事儿。那么，就需要所谓的“携行具”来携带这些东西。战术携行具是单兵装备中不可或缺的一个组成部分，它的产生和发展，和人类的战争史一样久远。它使得士兵和武器装备形成一个整体。
58,　　比如说，在中国古代战争中，大将们往往装备三样武器：长兵器(如长戟、大刀)、短兵器(如宝剑、铁鞭)和弓箭。一般常见的架势，是弓箭背在背上，宝剑、铁鞭挂在腰间，长兵器平时拿在手上，还可以挂在“得胜钩”上。而拴弓的背带，挂宝剑的腰带，还有挂长兵器的得胜钩，都是战术携行具。有了它们，大将一个人带着三样兵器，就不至于手忙脚乱，影响彼此使用。
59,　　西方的古希腊、古罗马军团同样是装备长短兵器，他们的士兵也有自己的携具。进入热兵器时代后，士兵除了主要的枪械，还要携带其他兵器、弹药，以及枪械的辅助设施比如通条等，依然需要各种携具。
60,　　战术携行具的历史虽然悠久，但几千年来都是“分件套”的，称为“分挂式”，就是所有的东西，一样一样挂在身上。“分挂式”有几大缺点：首先是样数多，穿脱一次非常麻烦。如果用军用背包等一咕噜装了，又不方便在战场上的取用。再则，这些东西都挂在身上，有时候也会相互纠缠妨碍。同时，军人还希望这些东西挂在身上时，重量在人体的分布更合理，尽量避免影响人体的协调性，减少携带者的疲劳。
61,　　在这种思路的指导下，战术背心就问世了。它把各种武器装备安置在背心上，士兵穿上时好处相当明显：首先躯干是人体最粗壮的部分，空间面积大，携带容量大；其次携带的物品紧挨着躯干，重量带来的阻力力矩最小，对士兵的动作影响最小；其三，背心上的物品，两只手都可以随时取用，最为灵活。
62,　　欧美各大军事强国，在20世纪初即开始研制单兵配在身上的“一揽子携具”。这可以称为战术背心的雏形。不过，那时候的携具还比较“单薄”，主要就是用一根带子把东西都串起来，与其说是战术背心，不如说是“战术腰带+背带”。包括海湾战争时期美军使用的ALICE系统，都更像是加粗的腰带和背带。ALICE背心具有负荷均匀、取弹迅速、适体性好、伪装性好等特点，即使在激烈运动中，背心也不松动、不上蹿，携行舒适。美军士兵用这套系统背上近60公斤的物品，也可以行军4至5小时。
63,　　直到20世纪末，美军研发出新的MOLLE(模块轻量化单兵携行设备)，这才有完整的一大块马甲包裹在身上。MOLLE系统的核心是战术承载背心，背心上横向分布着一道道承载条，11种标准附包和其他尺寸的附包都可以根据需求，采用固定的搭扣方式在承载条上牢固固定，组成不同的配置方案。MOLLE最大的特点就是模块化组合，不同的模块通过独特的横向承载条和搭扣安装，士兵可以根据自己的需求自由组装配置方案。MOLLE推出后，世界各国军队也根据自身条件，设计出了各自的模块化单兵战术背心。
64,　　类别特色
65,　　干什么活，穿什么马甲
66,　　现代战术背心，一般具有耐磨、轻便等特点，早期的背心多以皮革及帆布等材质制成，但这类吸水材质，一旦遭遇雨天或涉水，就会增加重量。此后，多选用优质尼龙织带。战术背心缝制得非常结实，通常用拉力等级很高的线，并车上好几行，这使背心的负重量非常高。战术背心携带物品的配置方式也很合理，避免对其他的设备和动作造成妨碍。
67,　　担任不同任务的军人，其战术背心的设计也有所区别。对于担任攻击任务的士兵，在行动中通常会为主要武器携带大的预备弹药、手榴弹，还有短枪、刀具、无线电、个人急救用品和工具(用于破门、爆破等)等。这些装备要求能够在行动中方便携带及快速取用，以应付瞬间的突发状况，达到最佳攻击效果；狙击手通常执行中长距离的狙击任务，他们需要携带的有一定弹药、用于监视敌情的长距离摄录机、用于将拍摄到影像传送给战友的影像通讯器材，还有个人需要的干粮、水、急救用品等；执行长距离侦察任务的特种部队还会携带小型的全球卫星定位仪(GPS)、卫星通讯装备等特殊器材；队伍中的医务人员需要携带的，除了个人执行任务所需武器外，还包括大量的急救用品。
68,　　特种部队使用的战术背心，其要求更要比普通士兵高很多。它要求穿戴背心时，能够做出更加灵活的动作。要求背心能与其他穿戴，比如头盔、防弹背心、靴子以及手套互不妨碍。要求能够穿脱便捷，不需要他人的协助，就能在30秒内轻易地组合、穿好并调整到合身。此外，还要求战术背心采用特殊静音扣，这样当掏取装备袋中的物品时，几乎不会发出声响。
69,　　美军战术背心
70,　　财大气粗 花样繁多
71,　　美军研制和使用单兵野战携行装备起步较早，自从海湾战争期间推出ALICE系统以来，美军已经研发出多种不同的战术背心，适合各种不同的应用场景。
72,　　美军最经典的战术背心之一是Eagle公司的TAC-V1N系列战术背心，至今依然可以看到美国军方或警方的特勤人员穿着出现。这款战术背心的通用性很强，既能在一般的城镇使用，也可以用于深入丛林的特殊任务。TAC-V1N以强化尼龙网作为基体，在背心上缝上各种用途的袋子。其中在腹部有六个左右的弹匣袋，每个弹匣袋的两侧都有松紧带，可以固定弹匣，避免发出撞击声。胸前有不同型号的横式装备袋，内有魔鬼毡，可以固定各种模组装备。其中较大的横式装备袋也会有松紧带固定内装的物品。一般辅助弹药、手榴弹、刀具等可以放置其中。肩上的装备袋则可以放置指南针、急救绷带等物。背心内侧还有文件袋，可放置重要的文件或扁平的物件。背心的下摆则有固定腰带的固定圈，以铜扣和魔鬼毡固定。背心的背后有固定挂点，可以挂载各式装备。
73,　　TAC-V1以背心两侧的绳子来调节背心大小，但这种方式并不方便。因此后期型号改为用左右各三条织带来调节背心大小。战术背心的背面领子处设有救援提把，与肩带相连。当突发紧急情况时，战友可以通过这个提把将其拖离危险区域，或用直升机将其吊起。背心的背面内侧还有一个水袋，可以装三公升水，紧急情况下的解渴维生。
